channel,status,latitude,longitude,elevation
270,good,35.62355724698784,-117.66978311321489,698.11
271,good,35.62346712177971,-117.6697841618416,698.01
272,good,35.623386009089856,-117.66978510559953,697.91
273,good,35.62329588387557,-117.66978615421144,697.82
274,good,35.62321477118272,-117.66978709796216,697.72
275,good,35.62312464596844,-117.66978814657408,697.63
276,good,35.623043533275585,-117.6697890903248,697.53
277,good,35.62296242115481,-117.66979009326113,697.39
278,good,35.62287230096175,-117.66979166135323,697.39
279,good,35.62279119278799,-117.66979307263612,697.26
280,good,35.62270107259493,-117.66979464072824,697.22
281,good,35.622619964421176,-117.66979605201114,697.11
282,good,35.62253886258367,-117.66979785446662,696.95
283,good,35.62244876253847,-117.66980066640207,696.81
284,good,35.622367672497795,-117.66980319714398,696.69
285,good,35.6222775724526,-117.66980600907942,696.59
286,bad,,,
287,bad,,,
288,bad,,,
289,bad,,,
290,bad,,,
291,bad,,,
292,good,35.62219647414492,-117.66980808189277,696.52
293,good,35.622115372000444,-117.66980994230667,696.47
294,good,35.62202525850442,-117.6698120094206,696.49
295,good,35.621944156358005,-117.66981386982313,696.48
296,good,35.62185404286198,-117.66981593693707,696.59
297,good,35.62177294071556,-117.6698177973396,696.55
298,good,35.62169183856914,-117.66981965774215,696.56
299,good,35.62160172507163,-117.66982172485567,696.48
300,good,35.621520622918965,-117.66982358525647,696.45
301,good,35.62143050941601,-117.66982565236846,696.45
302,good,35.62134940726335,-117.66982751276926,696.46
303,good,35.621259293760396,-117.66982957988125,696.39
304,good,35.621178191605104,-117.66983144027077,696.37
305,good,35.62109708944674,-117.66983330064716,696.37
306,good,35.621006975937455,-117.66983536773203,696.28
307,good,35.6209258737791,-117.66983722810842,696.18
308,good,35.620835760269806,-117.66983929519328,696.18
309,good,35.62075465357987,-117.6698408135314,696.16
310,good,35.620673544803275,-117.66984217436982,696.16
311,good,35.620583423940374,-117.66984368641249,696.16
312,good,35.620502315163776,-117.66984504725092,696.16
313,good,35.62041219383377,-117.66984651719544,696.16
314,good,35.6203310845985,-117.66984783669575,696.16
315,good,35.620249975361666,-117.66984915619608,696.17
316,good,35.620159853985804,-117.66985062230759,696.17
317,good,35.620078745046115,-117.66985196745777,696.16
318,good,35.61998862622356,-117.66985365290991,696.17
319,good,35.61988949551875,-117.66985550690725,696.17
320,good,35.619799376696186,-117.6698571923594,696.17
321,good,35.61970925967783,-117.6698590150383,696.19
322,good,35.6196191433707,-117.66986089181289,696.21
323,good,35.61952902706357,-117.66986276858749,696.28
324,good,35.61942989912573,-117.66986483303954,696.28
325,good,35.61933978281859,-117.66986670981413,696.25
326,good,35.61925001405424,-117.66987594003527,696.18
327,good,35.619160322776885,-117.66988680975689,696.18
328,good,35.6190616623718,-117.66989876645066,696.15
329,good,35.61897197109445,-117.66990963617228,696.26
330,good,35.618882298127254,-117.66990421661157,696.09
331,good,35.61879263162629,-117.66989304448526,696.08
332,good,35.61870296512534,-117.66988187235894,696.14
333,good,35.61860395463266,-117.66987991606157,696.23
334,good,35.618513831613434,-117.66988122419731,696.34
335,good,35.61842370826647,-117.66988249847395,696.42
336,good,35.6183335849195,-117.66988377275058,696.42
337,good,35.61824346157253,-117.66988504702722,696.46
338,good,35.61814432931085,-117.6698867689481,696.58
339,good,35.618054209634685,-117.66988838692508,696.58
340,good,35.61796408995852,-117.66989000490204,696.58
341,good,35.61787397028235,-117.66989162287902,696.61
342,good,35.61778385060619,-117.66989324085598,696.67
343,good,35.61768471906586,-117.6698950287562,696.69
344,good,35.617594602150824,-117.66989686357975,696.69
345,good,35.617504485235784,-117.66989869840329,696.69
346,good,35.61741436832074,-117.66990053322682,696.68
347,good,35.617315239714195,-117.66990255153272,696.68
348,good,35.617225122799155,-117.66990438635625,696.72
349,good,35.617135005884116,-117.6699062211798,696.8
350,good,35.61704488901909,-117.66990805975976,696.87
351,good,35.616954772450896,-117.66990992062924,696.88
352,good,35.61685564422588,-117.66991196758566,696.88
353,good,35.616765527657684,-117.66991382845514,696.91
354,good,35.61667541108948,-117.66991568932461,696.99
355,good,35.616585294521286,-117.6699175501941,696.98
356,good,35.616495177953084,-117.66991941106357,696.98
357,good,35.61639604937554,-117.66992143213857,696.98
358,good,35.61630593180292,-117.66992321926669,696.98
359,good,35.616215814230294,-117.6699250063948,697.03
360,good,35.616125696657676,-117.66992679352292,697.09
361,good,35.61603557908505,-117.66992858065103,697.08
362,good,35.61593644975517,-117.66993054649197,697.1
363,good,35.61584633218254,-117.66993233362008,697.17
364,good,35.61575622231051,-117.66993457644224,697.19
365,good,35.615666121561574,-117.66993735913759,697.18
366,good,35.61557602081263,-117.66994014183292,697.18
367,good,35.61547690998881,-117.6699432027978,697.2
368,good,35.615386809239865,-117.66994598549314,697.23
369,good,35.61529670849093,-117.66994876818848,697.22
370,good,35.61520660915513,-117.6699516098534,697.26
371,good,35.61510752239029,-117.66995567478655,697.3
372,good,35.61501744351316,-117.66995937018031,697.29
373,good,35.61492736463604,-117.66996306557407,697.29
374,bad,,,
375,bad,,,
376,bad,,,
377,bad,,,
378,bad,,,
379,bad,,,
380,bad,,,
381,bad,,,
382,bad,,,
383,good,35.61483728575891,-117.66996676096784,697.29
384,good,35.61474720688178,-117.6699704563616,697.29
385,good,35.61464812011694,-117.66997452129475,697.29
386,good,35.61455802591064,-117.66997742779202,697.28
387,good,35.614467905436015,-117.6699789824236,697.37
388,good,35.6143777849614,-117.66998053705517,697.4
389,good,35.61428766448678,-117.66998209168673,697.4
390,good,35.6141885319647,-117.66998380178147,697.39
391,good,35.61409841149008,-117.66998535641304,697.44
392,good,35.61400829101546,-117.66998691104462,697.4
393,good,35.61391817054084,-117.66998846567618,697.4
394,good,35.613828053120365,-117.66999025047936,697.4
395,good,35.61372892764846,-117.66999249190187,697.4
396,good,35.613638813583094,-117.66999452955868,697.4
397,good,35.61354869951773,-117.6699965672155,697.4
398,good,35.61345858545236,-117.66999860487232,697.4
399,good,35.613359459980465,-117.67000084629483,697.49
400,good,35.6132693459151,-117.67000288395164,697.49
401,good,35.613179231970555,-117.67000492965734,697.42
402,good,35.6130891185685,-117.67000701150248,697.38
403,good,35.61299900516645,-117.6700090933476,697.44
404,good,35.612899880424195,-117.67001138337724,697.5
405,good,35.61280976702214,-117.67001346522238,697.5
406,good,35.61271965362009,-117.6700155470675,697.48
407,good,35.61262954021804,-117.67001762891265,697.43
408,good,35.612539426815985,-117.67001971075777,697.43
409,good,35.61244029983228,-117.67002183943075,697.45
410,good,35.61235018065479,-117.67002350551543,697.5
411,good,35.6122600614773,-117.67002517160012,697.51
412,good,35.612169942299815,-117.6700268376848,697.55
413,good,35.61207982312232,-117.67002850376949,697.52
414,good,35.61198069202708,-117.67003033646264,697.51
415,good,35.611890572849596,-117.67003200254733,697.55
416,good,35.6118004536721,-117.67003366863203,697.54
417,good,35.61171036296815,-117.67003045588005,697.54
418,good,35.61161126339306,-117.67002688770768,697.58
419,good,35.611521172870255,-117.6700236439146,697.6
420,good,35.61143108234746,-117.67002040012153,697.58
421,good,35.611340991824655,-117.67001715632846,697.67
422,good,35.61125090130185,-117.6700139125354,697.69
423,good,35.61115180172677,-117.670010344363,697.77
424,good,35.611061689600646,-117.6700121845097,697.8
425,good,35.610971576387435,-117.67001428048255,697.88
426,good,35.61088146317422,-117.6700163764554,697.91
427,good,35.61079134996101,-117.67001847242823,697.9
428,good,35.61074629335441,-117.67001952041466,697.9
429,good,35.61069222542648,-117.67002077799836,697.95
430,good,35.61060211221327,-117.67002287397119,698.0
431,good,35.61051199900006,-117.67002496994404,698.0
432,good,35.61042188432396,-117.67002696782808,698.1
433,good,35.61033176848753,-117.67002888791052,698.1
434,good,35.610232641067455,-117.6700310000012,698.21
435,good,35.610142525231026,-117.67003292008366,698.21
436,good,35.61005240939459,-117.6700348401661,698.32
437,good,35.60996229355816,-117.67003676024854,698.31
438,good,35.609872177721726,-117.67003868033098,698.31
439,good,35.609773120215216,-117.67004339636705,698.32
440,good,35.609683096023346,-117.67004872977034,698.42
441,good,35.60959307183147,-117.67005406317364,698.42
442,good,35.60950304763959,-117.67005939657693,698.52
443,good,35.60940402102853,-117.67006526332057,698.53
444,good,35.60931399683666,-117.67007059672386,698.62
445,good,35.609223972644784,-117.67007593012715,698.64
446,good,35.60913394845291,-117.67008126353045,698.72
447,good,35.60904392426104,-117.67008659693374,698.75
448,good,35.60894489764998,-117.67009246367738,698.83
449,good,35.60885545306283,-117.67010423135618,698.9
450,good,35.60876664400276,-117.67012305411258,698.92
451,good,35.608677834942704,-117.67014187686897,698.97
452,good,35.60858902588264,-117.67016069962537,699.02
453,good,35.60849133591657,-117.6701814046574,699.08
454,good,35.6084025268565,-117.6702002274138,699.17
455,good,35.60831380437545,-117.6702195732298,699.19
456,good,35.60822601902063,-117.67024458061287,699.22
457,good,35.6081382336658,-117.67026958799593,699.25
458,good,35.60804166977549,-117.6702970961173,699.31
459,good,35.60795388442067,-117.67032210350037,699.35
460,good,35.60786661540638,-117.67034930775739,699.43
461,good,35.6077814043631,-117.67038526806313,699.49
462,good,35.60768767221549,-117.67042482439945,699.56
463,good,35.607602461172206,-117.67046078470518,699.63
464,good,35.60751818929581,-117.67049988812654,699.72
465,good,35.607434635826976,-117.67054120412546,699.75
466,good,35.60735219675442,-117.67058581301903,699.83
467,good,35.60726151377462,-117.67063488280195,699.84
468,good,35.60717907470207,-117.67067949169552,699.94
469,good,35.60709792397294,-117.67072731843604,700.01
470,good,35.607018635799434,-117.6707797972117,700.14
471,good,35.60693934762593,-117.67083227598737,700.15
472,good,35.60685213063508,-117.67089000264059,700.18
473,good,35.60677284246158,-117.67094248141625,700.27
474,good,35.60669355428807,-117.6709949601919,700.35
475,good,35.60661667227375,-117.67105229403724,700.36
476,good,35.6065420484329,-117.67111418435147,700.44
477,good,35.606459962207964,-117.67118226369713,700.45
478,good,35.60638533836711,-117.67124415401136,700.64
479,good,35.60631071452626,-117.6713060443256,700.65
480,good,35.60623609068541,-117.67136793463983,700.72
481,good,35.60615542486951,-117.67143828625981,700.75
482,good,35.60608714739217,-117.67151032905714,700.89
483,good,35.60601886991482,-117.67158237185447,700.95
484,good,35.60595059243747,-117.6716544146518,700.97
485,good,35.60588231496013,-117.67172645744914,701.05
486,good,35.60580720973505,-117.67180570452621,701.14
487,good,35.60573893225771,-117.67187774732353,701.23
488,good,35.60567065478036,-117.67194979012086,701.26
489,good,35.605604547571545,-117.67202461093663,701.32
490,good,35.60554274070545,-117.67210493633912,701.4
491,good,35.60547475315274,-117.67219329428187,701.46
492,good,35.60541294628664,-117.67227361968436,701.56
493,good,35.60535113942055,-117.67235394508687,701.65
494,good,35.60527852298356,-117.6724128305162,701.67
495,good,35.60519218326015,-117.67244449683612,701.74
496,good,35.605105843536734,-117.67247616315605,701.77
497,good,35.605048312761156,-117.67239308467707,701.78
498,bad,,,
499,bad,,,
500,bad,,,
501,bad,,,
502,bad,,,
503,bad,,,
504,bad,,,
505,bad,,,
506,bad,,,
507,bad,,,
508,bad,,,
509,bad,,,
510,bad,,,
511,bad,,,
512,bad,,,
513,bad,,,
514,bad,,,
515,bad,,,
516,bad,,,
517,good,35.60500212208441,-117.67229831770815,701.76
518,good,35.60495389913854,-117.67220572298682,701.76
519,good,35.60488345478856,-117.67213688023347,701.81
520,good,35.60480596600359,-117.6720611532048,701.82
521,good,35.604735521653616,-117.67199231045144,701.77
522,good,35.604665077303636,-117.67192346769811,701.79
523,good,35.60459463295366,-117.67185462494477,701.89
524,good,35.60451714416869,-117.67177889791608,701.9
525,good,35.60444611836255,-117.67171096027171,701.82
526,good,35.6043749055194,-117.67164331377374,701.82
527,good,35.60430369267625,-117.67157566727579,701.86
528,good,35.604232479833094,-117.67150802077782,701.88
529,good,35.60415414570563,-117.67143360963007,701.88
530,good,35.604082932862475,-117.6713659631321,701.8
531,good,35.60401172001932,-117.67129831663415,701.84
532,good,35.603935449576106,-117.67123972773014,701.85
533,good,35.603858129331,-117.67118301890349,701.86
534,good,35.60377307706138,-117.67112063919419,701.86
535,good,35.60369575681628,-117.67106393036754,701.84
536,good,35.60361843657117,-117.67100722154088,701.79
537,good,35.60354111632606,-117.67095051271423,701.84
538,good,35.60346379608096,-117.67089380388758,701.91
539,good,35.60337594739461,-117.67083814250694,702.02
540,good,35.60329304002456,-117.67079485662305,701.93
541,good,35.60321013265451,-117.67075157073916,702.03
542,good,35.60312722528446,-117.67070828485527,702.05
543,good,35.6030360271774,-117.67066067038299,702.16
544,good,35.60295311980735,-117.67061738449911,702.18
545,good,35.6028702124373,-117.67057409861522,702.28
546,good,35.60278730506725,-117.67053081273133,702.27
547,good,35.60270072025408,-117.67050384510104,702.4
548,good,35.60260248550979,-117.67048745494051,702.51
549,good,35.60251318119681,-117.67047255479457,702.68
550,good,35.602423876883826,-117.67045765464863,702.77
551,good,35.60233457257085,-117.67044275450269,702.88
552,good,35.60224526825787,-117.67042785435676,703.05
553,good,35.60214703351358,-117.67041146419622,703.19
554,good,35.6020577292006,-117.67039656405028,703.29
555,good,35.601968424887616,-117.67038166390435,703.46
556,good,35.60187912057464,-117.67036676375841,703.6
557,good,35.60178981626166,-117.67035186361247,703.72
558,good,35.60169158151737,-117.67033547345194,703.88
559,good,35.60160190125964,-117.67032832672638,704.04
560,good,35.60151178441643,-117.67033018406507,704.2
561,good,35.60142166757322,-117.67033204140375,704.34
562,good,35.60133155073001,-117.67033389874246,704.55
563,good,35.60123242220248,-117.67033594181501,704.69
564,good,35.60114230535927,-117.6703377991537,704.86
565,good,35.60105218851606,-117.6703396564924,705.07
566,good,35.60096207167215,-117.67034151382872,705.27
567,good,35.60086294313289,-117.67034355686121,705.4
568,good,35.600772826279005,-117.67034541416348,705.51
569,good,35.60068270942513,-117.67034727146576,705.61
570,good,35.600592592571246,-117.67034912876802,705.8
571,good,35.60050247571736,-117.6703509860703,705.93
572,good,35.6004033471781,-117.6703530291028,706.03
573,good,35.60031323032422,-117.67035488640506,706.13
574,good,35.600223113828456,-117.67035676955666,706.24
575,good,35.600132997926345,-117.67035869555905,706.43
576,good,35.60004288202423,-117.67036062156144,706.54
577,good,35.599943754531914,-117.67036274016407,706.64
578,good,35.5998536386298,-117.67036466616646,706.66
579,good,35.59976352272769,-117.67036659216885,706.77
580,good,35.59967340682558,-117.67036851817124,706.86
581,good,35.59958329092347,-117.67037044417363,707.06
582,good,35.59948416633513,-117.67037275806457,707.16
583,good,35.599394053124826,-117.6703748650866,707.37
584,good,35.59930393991452,-117.67037697210864,707.47
585,good,35.59921382670422,-117.67037907913067,707.67
586,good,35.59911470217288,-117.67038139685489,707.79
587,good,35.59902458896258,-117.67038350387692,707.98
588,good,35.59893447575228,-117.67038561089895,708.09
589,good,35.59884436254001,-117.67038771792102,708.31
590,good,35.59875424931887,-117.6703898249433,708.49
591,good,35.59865512477563,-117.67039214266781,708.62
592,good,35.5985650115545,-117.67039424969009,708.82
593,good,35.598474898333365,-117.67039635671236,709.03
